airport_iata,airport_icao,lat,lon,name,city,country
CYS,KCYS,41.1527,-104.819,Cheyenne Airport,Cheyenne,United States
MDW,KMDW,41.7875,-87.7416,Chicago Midway International Airport,Chicago,United States
ORD,KORD,41.9796,-87.8825,Chicago O'Hare International Airport,Chicago,United States
CIC,KCIC,39.7987,-121.854,Chico Municipal Airport,Chico,United States
KCQ,PAJC,56.3119,-158.362,Chignik Lake Airport,Chignik,United States
CHU,KCHU,61.5769,-159.244,Chuathbaluk,Chuathbaluk,United States
CKB,KCKB,39.2967,-80.2314,Benedum Airport,Clarksburg,United States
MCW,KMCW,43.153,-93.3361,Mason City Municipal Airport,Clear Lake,United States
PIE,KPIE,27.9065,-82.6924,St. Petersburg-Clearwater International Airport,Clearwater,United States
BKL,KBKL,41.5115,-81.6869,Burke Lakefront Airport,Cleveland,United States
CLE,KCLE,41.4115,-81.8339,Hopkins International Airport,Cleveland,United States
MLI,KMLI,41.4539,-90.5058,Quad City Airport,Coal Valley,United States
COD,KCOD,44.5134,-109.031,Yellowstone Regional Airport,Cody/Yellowstone,United States
CDB,PACD,55.2005,-162.705,Cold Bay Airport,Cold Bay,United States
CLL,KCLL,30.5938,-96.3685,Easterwood Field Airport,College Station,United States
COS,KCOS,38.7829,-104.697,City of Colorado Springs Municipal Airport,Colorado Springs,United States
COU,KCOU,38.8174,-92.2218,Columbia Regional Airport,Columbia,United States
CSG,KCSG,32.5184,-84.9401,Columbus Metropolitan Airport,Columbus,United States
GTR,KGTR,33.4516,-88.5876,Golden Triangle Regional Airport,Columbus,United States
CMH,KCMH,39.9974,-82.8877,Port Columbus International Airport,Columbus,United States
LCK,KLCK,39.8176,-82.936,Rickenbacker International Airport,Columbus,United States
PIT,KPIT,40.4914,-80.2328,Pittsburgh International Airport,Coraopolis,United States
CDV,PACV,60.4924,-145.475,Merle K Mudhole Smith Airport,Cordova,United States
CRP,KCRP,27.7747,-97.5019,Corpus Christi International Airport,Corpus Christi,United States
CEZ,KCEZ,37.3044,-108.63,Cortez-Montezuma County Airport,Cortez,United States
PSE,TJPS,18.0116,-66.5664,Mercedita Airport,Coto Laurel,United States
CEC,KCEC,41.7765,-124.237,Jack Mcnamara Field Airport,Crescent City,United States
CPX,TJCP,18.3204,-65.2929,Culebra Airport,Culebra,United States
DAL,KDAL,32.8439,-96.8496,Dallas Love Field Airport,Dallas,United States
DFW,KDFW,32.9222,-97.0409,Fort Worth International Airport,Dallas,United States
FLL,KFLL,26.0722,-80.1354,Fort Lauderdale Hollywood International Airport,Dania Beach,United States
DAY,KDAY,39.8968,-84.2207,James M Cox Dayton International Airport,Dayton,United States
DAB,KDAB,29.1874,-81.0615,Daytona Beach International Airport,Daytona Beach,United States
DEC,KDEC,39.8335,-88.8773,Decatur Airport,Decatur,United States
DRT,KDRT,29.3702,-100.918,Del Rio International Airport,Del Rio,United States
DEN,KDEN,39.8396,-104.672,Denver International Airport,Denver,United States
DSM,KDSM,41.5328,-93.6481,Des Moines International Airport,Des Moines,United States
DTW,KDTW,42.2327,-83.3412,Detroit Metropolitan Wayne County Airport,Detroit,United States
DVL,KDVL,48.108,-98.9037,Devils Lake Municipal Airport,Devils Lake,United States
ART,KART,43.9942,-76.0232,Watertown International Airport,Dexter,United States
DIK,KDIK,46.8035,-102.802,Dickinson Municipal Airport,Dickinson,United States
DLG,PADL,59.0445,-158.513,Dillingham Municipal Airport,Dillingham,United States
DDC,KDDC,37.7573,-99.9697,Dodge City Regional Airport,Dodge City,United States
DHN,KDHN,31.3144,-85.4487,Dothan Airport,Dothan,United States
DBQ,KDBQ,42.4047,-90.7037,Dubuque Regional Airport,Dubuque,United States
DLH,KDLH,46.838,-92.1781,Duluth International Airport,Duluth,United States
DRO,KDRO,37.1595,-107.751,Durango la Plata County Airport,Durango,United States
EGV,KEGV,45.932,-89.2599,Eagle River Union Airport,Eagle River,United States
CHO,KCHO,38.14,-78.4487,Charlottesville Albemarle Airport,Earlysville,United States
HVN,KHVN,41.2709,-72.89,Tweed New Haven Airport,East Haven,United States
EAT,KEAT,47.4048,-120.21,Pangborn Memorial Airport,East Wenatchee,United States
ESD,KORS,48.7073,-122.909,Orcas Island Airport,Eastsound,United States
EAU,KEAU,44.8625,-91.4826,Eau Claire County Airport,Eau Claire,United States
EGX,PAII,58.2101,-157.366,Egegik Airport,Egegik,United States
ACY,KACY,39.4512,-74.5716,Atlantic City International Airport,Egg Harbor City,United States
VPS,KVPS,30.496,-86.55,Eglin Air Force Base,Eglin Village,United States
ELP,KELP,31.7982,-106.393,El Paso International Airport,El Paso,United States
EKO,KEKO,40.829,-115.78,Elko Municipal Airport-J C Harris Field,Elko,United States
BHB,KBHB,44.4461,-68.3615,Hancock County-Bar Harbor Airport,Ellsworth,United States
ELY,KELY,39.3043,-114.853,Yelland Field Airport,Ely,United States
APA,KAPA,39.5752,-104.845,Centennial Airport,Englewood,United States
ERI,KERI,42.0829,-80.1824,Erie International Airport,Erie,United States
ESC,KESC,45.718,-87.0942,Delta County Airport,Escanaba,United States
EUG,KEUG,44.1184,-123.213,Mahlon Sweet Field Airport,Eugene,United States
EVV,KEVV,38.0464,-87.5308,Evansville Regional Airport,Evansville,United States
FAI,PAFA,64.8183,-147.866,Fairbanks International Airport,Fairbanks,United States
CDW,KCDW,40.8759,-74.2775,Essex County Airport,Fairfield,United States
FAR,KFAR,46.9195,-96.8243,Hector International Airport,Fargo,United States
FMN,KFMN,36.7387,-108.227,Four Corners Regional Airport,Farmington,United States
FAY,KFAY,34.9914,-78.8889,Fayetteville Regional Airport,Fayetteville,United States
FLG,KFLG,35.139,-111.675,Flagstaff Pulliam Airport,Flagstaff,United States
AVL,KAVL,35.4349,-82.5373,Asheville Regional Airport,Fletcher,United States
FNT,KFNT,42.9756,-83.7411,Bishop International Airport,Flint,United States
FLO,KFLO,34.1936,-79.7289,Florence Regional Airport,Florence,United States
LGA,KLGA,40.7731,-73.8756,LaGuardia Airport,Flushing,United States
FOD,KFOD,42.5523,-94.1819,Fort Dodge Regional Airport,Fort Dodge,United States
TBN,KTBN,37.7327,-92.1361,Waynesville Regional Airport At Forney Field,Fort Leonard Wood,United States
FMY,KFMY,26.5815,-81.862,Page Field Airport,Fort Myers,United States
RSW,KRSW,26.5228,-81.7531,Southwest Florida International Airport,Fort Myers,United States
FSM,KFSM,36.1881,-94.4944,Smith Field Airport,Fort Smith,United States
FWA,KFWA,40.9883,-85.1899,Fort Wayne Municipal Airport-Baer Field,Fort Wayne,United States
FYU,PFYU,66.5714,-145.25,Fort Yukon Airport,Fort Yukon,United States
FKL,KFKL,41.3766,-79.8573,Chess Lamberton Airport,Franklin,United States
STX,TISX,17.6988,-64.7977,Henry E Rohlson International Airport,Frederiksted,United States
MBS,KMBS,43.5311,-84.0933,MBS International Airport,Freeland,United States
FAT,KFAT,36.7675,-119.717,Fresno Yosemite International Airport,Fresno,United States
FRD,KFHR,48.5252,-123.027,Friday Harbor Airport,Friday Harbor,United States
GNV,KGNV,29.6861,-82.277,Gainesville Regional Airport,Gainesville,United States
GAL,PAGA,64.7404,-156.931,Galena Airport,Galena,United States
GAM,PAGM,63.7667,-171.738,Gambell Airport,Gambell,United States
GCC,KGCC,44.3465,-105.533,Gillette Campbell County Airport,Gillette,United States
SBA,KSBA,34.4255,-119.835,Santa Barbara Municipal Airport,Goleta,United States
GFK,KGFK,47.9494,-97.1762,Grand Forks Mark Andrews International Airport,Grand Forks,United States
GJT,KGJT,39.1217,-108.529,Walker Field Airport,Grand Junction,United States
GRR,KGRR,42.8841,-85.5307,Gerald R. Ford International Airport,Grand Rapids,United States
GBD,KGBD,38.352,-98.853,Great Bend Municipal Airport,Great Bend,United States
GTF,KGTF,47.482,-111.356,Great Falls International Airport,Great Falls,United States
GRB,KGRB,44.4923,-88.1274,Austin Straubel International Airport,Green Bay,United States
GSO,KGSO,36.1038,-79.9427,Triad International Airport,Greensboro,United States
GLH,KGLH,33.4819,-90.9903,Mid Delta Regional Airport,Greenville,United States
PGV,KPGV,35.6336,-77.3808,Pitt Greenville Airport,Greenville,United States
GSP,KGSP,34.8907,-82.2167,Greenville Spartanburg International Airport,Greer,United States
GPT,KGPT,30.4133,-89.072,Gulfport Biloxi Regional Airport,Gulfport,United States
GUC,KGUC,38.5356,-106.941,Gunnison County Airport,Gunnison,United States
GST,PAGS,58.4246,-135.707,Gustavus Airport,Gustavus,United States
EGE,KEGE,39.6395,-106.912,Eagle County Regional Airport,Gypsum,United States
GUM,PGUM,13.4833,144.796,Antonio B Won Pat International Airport,Hagåtña,United States
SUN,KSUN,43.5065,-114.301,Friedman Memorial Airport,Hailey,United States
HNS,PAHN,59.2439,-135.524,Haines Airport,Haines,United States
HNM,PHHN,20.7944,-156.015,Hana Airport,Hana,United States
CMX,KCMX,47.1689,-88.4942,Houghton County Memorial Airport,Hancock,United States
HRL,KHRL,26.2216,-97.663,Grande Valley International Airport,Harlingen,United States
HAE,KHAE,36.2306,-112.669,Havasupai,Havasupai,United States
HVR,KHVR,48.5461,-109.773,Havre City-County Airport,Havre,United States
HDN,KHDN,40.485,-107.219,Yampa Valley Airport,Hayden,United States
HYS,KHYS,38.8546,-99.2737,Hays Municipal Airport,Hays,United States
CVG,KCVG,39.0571,-84.6625,Greater Cincinnati International Airport,Hebron,United States
HLN,KHLN,46.6104,-111.99,Helena Regional Airport,Helena,United States
AHC,KAHC,40.2664,-120.151,Amedee Army Air Field,Herlong,United States
HIB,KHIB,47.3934,-92.8418,Chisholm Hibbing Airport,Hibbing,United States
ITO,PHTO,19.7126,-155.042,Hilo International Airport,Hilo,United States
HOB,KHOB,32.6929,-103.215,Lea County Regional Airport,Hobbs,United States
JEF,KJEF,38.593,-92.1652,Jefferson City Memorial Airport,Holts Summit,United States
HOM,PAHO,59.6408,-151.499,Homer Airport,Homer,United States
HNL,PHNL,21.3358,-157.919,Honolulu International Airport,Honolulu,United States
MKK,PHMK,21.1557,-157.094,Molokai Airport,Hoolehua,United States
HNH,PAOH,58.0966,-135.41,Hoonah Airport,Hoonah,United States
VAK,PAVA,61.5338,-165.584,Chevak Airport,Hooper Bay,United States
HPB,PAHP,61.5262,-166.142,Hooper Bay Airport,Hooper Bay,United States
ELM,KELM,42.1633,-76.8973,Elmira Corning Regional Airport,Horseheads,United States
IAH,KIAH,29.9784,-95.3424,George Bush Intercontinental Airport,Houston,United States
HOU,KHOU,29.6572,-95.2795,William P Hobby Airport,Houston,United States
HTS,KHTS,38.37,-82.5542,Tri State Walker Long Field Airport,Huntington,United States
HSV,KHSV,34.6492,-86.7767,Huntsville International Airport,Huntsville,United States
HON,KHON,44.3833,-98.2333,Howes,Huron,United States
HYA,KHYA,41.6667,-70.2863,Barnstable Boardman Polando Airport,Hyannis,United States
IDA,KIDA,43.5147,-112.068,Fanning Field Airport,Idaho Falls,United States
IGG,PAIG,59.3167,-155.9,Igiugig,Igiugig,United States
ILI,PAIL,59.7555,-154.918,Iliamna Airport,Iliamna,United States
IPL,KIPL,32.8332,-115.57,Imperial County Airport,Imperial,United States
IND,KIND,39.7322,-86.2707,Indianapolis International Airport,Indianapolis,United States
INL,KINL,48.5661,-93.3978,Falls International Airport,International Falls,United States
IYK,KIYK,35.6606,-117.816,Inyokern Airport,Inyokern,United States
IWD,KIWD,46.5208,-90.1344,Gogebic-Iron County Airport,Ironwood,United States
ITH,KITH,42.4898,-76.4627,Tompkins County Airport,Ithaca,United States
JAC,KJAC,43.6034,-110.736,Jackson Hole Airport,Jackson,United States
JKL,KJKL,37.5917,-83.315,Julian Carroll Airport,Jackson,United States
JAX,KJAX,30.4914,-81.676,Jacksonville International Airport,Jacksonville,United States
NIP,KNIP,30.2342,-81.6753,Jacksonville Naval Air Station,Jacksonville,United States
JFK,KJFK,40.6437,-73.79,John F Kennedy International Airport,Jamaica,United States
JHW,KJHW,42.1528,-79.2666,Chautauqua County-Jamestown Airport,Jamestown,United States
JMS,KJMS,46.9243,-98.6788,Jamestown Municipal Airport,Jamestown,United States
BGM,KBGM,42.2082,-75.9825,Greater Binghamton Edwin A Link Field Airport,Johnson City,United States
JST,KJST,40.3208,-78.8306,Johnstown Cambria County Airport,Johnstown,United States
JNU,PAJN,58.3598,-134.583,Juneau International Airport,Juneau,United States
OGG,PHOG,20.8926,-156.441,Kahului Airport,Kahului,United States
KOA,PHKO,19.7334,-156.039,Kailua-Kona International Airport,Kailua Kona,United States
BTI,PABA,70.1478,-143.579,Barter Island Airport,Kaktovik,United States
AZO,KAZO,42.2398,-85.5563,Kalamazoo-Battle Creek International Airport,Kalamazoo,United States
LUP,PHLU,21.2077,-156.976,Kalaupapa Airport,Kalaupapa,United States
FCA,KFCA,48.3075,-114.252,Glacier Park International Airport,Kalispell,United States
KLG,PALG,61.5382,-160.314,Kalskag,Kalskag,United States
KAL,PAKV,64.3248,-158.725,Kaltag,Kaltag,United States
MUE,PHMU,19.9983,-155.675,Waimea Kohala Airport,Kamuela,United States
MKC,KMKC,39.1197,-94.5906,Kansas City Downtown Airport,Kansas City,United States
MCI,KMCI,39.2992,-94.7171,Kansas City International Airport,Kansas City,United States
EAR,KEAR,40.7236,-99.0151,Kearney Municipal Airport,Kearney,United States
ENA,PAEN,60.5651,-151.244,Kenai Municipal Airport,Kenai,United States
MSY,KMSY,29.983,-90.2569,New Orleans International Airport,Kenner,United States
ENW,KENW,42.5934,-87.9299,Kenosha Regional Airport,Kenosha,United States
KTN,PAKT,55.354,-131.706,Ketchikan International Airport,Ketchikan,United States
EYW,KEYW,24.5536,-81.7551,Key West International Airport,Key West,United States
IAN,PAIK,66.9699,-160.429,Kiana,Kiana,United States
GRK,KGRK,31.0615,-97.8206,Killeen-Fort Hood Regional Airport,Killeen,United States
CIU,KCIU,46.2581,-84.4739,Chippewa County International Airport,Kincheloe,United States
AKN,PAKN,58.6775,-156.655,King Salmon Airport,King Salmon,United States
IGM,KIGM,35.2692,-113.957,Kingman Airport,Kingman,United States
IMT,KIMT,45.8153,-88.1185,Ford Airport,Kingsford,United States
ISO,KISO,35.3243,-77.6115,Kinston Jetport Stallings Airport,Kinston,United States
KVL,PAVL,67.7333,-164.667,Kivalina,Kivalina,United States
LMT,KLMT,42.1638,-121.745,Klamath Falls International Airport,Klamath Falls,United States
TYS,KTYS,35.8064,-83.9889,Mcghee Tyson Airport,Knoxville,United States
AKK,PAKH,56.95,-154.167,Akhiok Airport,Kodiak,United States
KYK,PAKY,57.5645,-154.454,Karluk Airport,Kodiak,United States
ADQ,PADQ,57.7545,-152.512,Kodiak Airport,Kodiak,United States
OTZ,PAOT,66.8893,-162.61,Ralph Wien Memorial Airport,Kotzebue,United States
KKA,PAKK,64.9311,-161.16,Koyuk,Koyuk,United States
LSE,KLSE,43.8751,-91.2638,La Crosse Municipal Airport,La Crosse,United States
LFT,KLFT,30.2084,-91.9935,Lafayette Regional Airport,Lafayette,United States
JHM,PHJH,20.9619,-156.676,Kapalua West Maui Airport,Lahaina,United States
LCH,KLCH,30.1235,-93.2198,Lake Charles Regional Airport,Lake Charles,United States
LNY,PHNY,20.7909,-156.951,Lanai Airport,Lanai City,United States
LAN,KLAN,42.7728,-84.5888,Lansing Capital City Airport,Lansing,United States
LAR,KLAR,37.8527,-76.517,General Brees Field,Laramie,United States
LRD,KLRD,27.5431,-99.4555,Laredo International Airport,Laredo,United States
LAS,KLAS,36.0806,-115.143,Mccarran International Airport,Las Vegas,United States
ALB,KALB,42.7426,-73.809,Albany International Airport,Latham,United States
LBE,KLBE,40.2728,-79.4056,Westmoreland County Airport,Latrobe,United States
LAW,KLAW,34.573,-98.4135,Lawton Municipal Airport,Lawton,United States
BFD,KBFD,41.7964,-78.6407,Bradford Regional Airport,Lewis Run,United States
LWB,KLWB,37.8571,-80.4044,Greenbrier Valley Airport,Lewisburg,United States
LWS,KLWS,46.3776,-117.011,Lewiston Nez Perce County Airport,Lewiston,United States
LWT,KLWT,47.0552,-109.46,Lewistown Municipal Airport,Lewistown,United States
LEX,KLEX,38.0384,-84.5989,Blue Grass Field,Lexington,United States
LBL,KLBL,37.0446,-100.952,Liberal Municipal Airport,Liberal,United States
LIH,PHLI,21.9782,-159.351,Lihue Airport,Lihue,United States
LNK,KLNK,40.8461,-96.7543,Lincoln Municipal Airport,Lincoln,United States
LIT,KLIT,34.7278,-92.219,Adams Field Airport,Little Rock,United States
GGG,KGGG,32.3874,-94.7194,Gregg County Airport,Longview,United States
XVG,KXVG,46.9929,-94.2075,Longville Municipal Airport,Longville,United States
LAX,KLAX,33.9456,-118.391,Los Angeles International Airport,Los Angeles,United States
LOU,KLOU,38.2228,-85.6669,Bowman Field Airport,Louisville,United States
SDF,KSDF,38.1865,-85.7462,Louisville International Airport,Louisville,United States
FNL,KFNL,40.4505,-105.008,Fort Collins Loveland Municipal Airport,Loveland,United States
LBB,KLBB,33.6566,-101.821,Lubbock International Airport,Lubbock,United States
LYH,KLYH,37.3309,-79.1944,Lynchburg Regional Airport,Lynchburg,United States
MCN,KMCN,32.7023,-83.65,Middle Georgia Regional Airport,Macon,United States
MSN,KMSN,43.1351,-89.3465,Dane County Regional Airport-Truax Field,Madison,United States
MMH,KMMH,37.6288,-118.844,Mammoth June Lakes Airport,Mammoth Lakes,United States
MHT,KMHT,42.9293,-71.4386,Manchester-Boston Regional Airport,Manchester,United States
MHK,KMHK,39.1368,-96.6699,Manhattan Municipal Airport,Manhattan,United States
MBL,KMBL,44.2757,-86.2558,Manistee County-Blacker Airport,Manistee,United States
MLY,PAML,64.9812,-150.637,Manley Hot Springs,Manley Hot Springs,United States
MWA,KMWA,37.7467,-89.0104,Williamson County Regional Airport,Marion,United States
MQT,KSAW,46.3501,-87.3871,Sawyer International Airport,Marquette,United States
AOO,KAOO,40.2952,-78.324,Altoona-Blair County Airport,Martinsburg,United States
MSS,KMSS,44.9326,-74.8535,Massena International Airport,Massena,United States
MHR,KMHR,38.5646,-121.297,Mather Airport,Mather,United States
MAZ,TJMZ,18.2531,-67.1489,Eugenio Maria de Hostos Airport,Mayaguez,United States
MFE,KMFE,26.1813,-98.2404,Miller International Airport,Mcallen,United States
MYL,KMYL,44.8968,-116.096,Mccall Airport,Mccall,United States
MCK,KMCK,40.2071,-100.599,Mccook Municipal Airport,Mccook,United States
MCG,PAMC,62.9536,-155.603,Mcgrath Airport,Mcgrath,United States
ACV,KACV,40.9698,-124.108,Arcata Airport,Mckinleyville,United States
MYU,PAMY,60.3906,-166.191,Mekoryuk,Mekoryuk,United States
MLB,KMLB,28.0957,-80.6282,Melbourne International Airport,Melbourne,United States
MEM,KMEM,35.047,-89.9823,Memphis International Airport,Memphis,United States
MCE,KMCE,37.2892,-120.515,Merced Municipal Airport-Macready Field,Merced,United States
MEI,KMEI,32.3334,-88.7449,Key Field Airport,Meridian,United States
MIA,KMIA,25.7953,-80.2727,Miami International Airport,Miami,United States
MDT,KMDT,40.1962,-76.7564,Harrisburg International Airport,Middletown,United States
MAF,KMAF,31.9361,-102.208,Midland International Airport,Midland,United States
TGC,KTGC,35.9349,-88.8506,Gibson County Airport,Milan,United States
MKE,KMKE,42.9471,-87.9051,General Mitchell International Airport,Milwaukee,United States
MOT,KMOT,48.2554,-101.291,Minot International Airport,Minot,United States
MSO,KMSO,46.9192,-114.084,Missoula International Airport,Missoula,United States
MOB,KMOB,30.6775,-88.243,Mobile Regional Airport,Mobile,United States
MOD,KMOD,37.6319,-120.959,Modesto City County Airport-Harry Sham Field,Modesto,United States
MLU,KMLU,32.5099,-92.044,Monroe Regional Airport,Monroe,United States
MRY,KMRY,36.5872,-121.851,Monterey Peninsula Airport,Monterey,United States
MGM,KMGM,32.3049,-86.3909,Montgomery Regional Airport,Montgomery,United States
IPT,KIPT,41.2441,-76.9276,Williamsport-Lycoming County Airport,Montoursville,United States
MTJ,KMTJ,38.5003,-107.899,Montrose Regional Airport,Montrose,United States
MGW,KMGW,39.6411,-79.9241,Morgantown Municipal Airport-Hart Field,Morgantown,United States
PIB,KPIB,31.4671,-89.3333,Pine Belt Regional Airport,Moselle,United States
CWA,KCWA,44.7846,-89.6704,Central Wisconsin Airport,Mosinee,United States
MOU,PAMO,62.0833,-163.733,Mountain Village,Mountain Village,United States
MSL,KMSL,34.7439,-87.6185,Muscle Shoals Regional Airport,Muscle Shoals,United States
MKG,KMKG,43.1646,-86.2367,Muskegon County Airport,Muskegon,United States
MYR,KMYR,33.6821,-78.9228,Myrtle Beach International Airport,Myrtle Beach,United States
ACK,KACK,41.2568,-70.0649,Nantucket Memorial Airport,Nantucket,United States
APF,KAPF,26.1483,-81.7745,Naples Municipal Airport,Naples,United States
BNA,KBNA,36.1342,-86.6682,Nashville International Airport,Nashville,United States
EWB,KEWB,41.6735,-70.9579,New Bedford Municipal Airport,New Bedford,United States
EWN,KEWN,35.0786,-77.0343,Craven County Regional Airport,New Bern,United States
KNW,PANW,59.4513,-157.317,New Stuyahok,New Stuyahok,United States
SWF,KSWF,41.4869,-74.0974,Stewart International Airport,New Windsor,United States
JRB,KJRB,40.7039,-74.0129,Downtown Manhattan Heliport,New York,United States
EWR,KEWR,40.6924,-74.1843,Newark International Airport,Newark,United States
PHF,KPHF,37.1306,-76.5026,Newport News-Williamsburg International Airport,Newport News,United States
IAG,KIAG,43.1,-78.9423,Niagara Falls International Airport,Niagara Falls,United States
IKO,PAKO,52.9389,-168.868,Nikolski,Nikolski,United States
WTK,PAWN,62.8903,-149.054,Alaska,Noatak,United States
OME,PAOM,64.5125,-165.445,Nome Airport,Nome,United States
ORF,KORF,36.8977,-76.2154,Norfolk International Airport,Norfolk,United States
OTH,KOTH,43.4141,-124.244,North Bend Municipal Airport,North Bend,United States
CHS,KCHS,32.8838,-80.0356,Charleston International Airport,North Charleston,United States
RUT,KRUT,43.5291,-72.945,Rutland State Airport,North Clarendon,United States
LBF,KLBF,41.1333,-100.705,Lee Bird Field Airport,North Platte,United States
NUI,KNUI,70.2167,-150.917,Nuiqsut,Nuiqsut,United States
NUL,PANU,64.7134,-158.077,Nulato Airport,Nulato,United States
ONL,KONL,42.4655,-98.6866,The Oneill Municipal Airport,O'neill,United States
ODW,KOKH,48.2517,-122.68,Oak Harbor Airpark,Oak Harbor,United States
OAK,KOAK,37.7158,-122.209,Oakland International Airport,Oakland,United States
OGS,KOGS,44.6782,-75.4765,Ogdensburg International Airport,Ogdensburg,United States
OKC,KOKC,35.3981,-97.5974,Will Rogers World Airport,Oklahoma City,United States
OMA,KOMA,41.3,-95.8998,Eppley Airfield,Omaha,United States
ONT,KONT,34.062,-117.594,Ontario International Airport,Ontario,United States
OPF,KOPF,25.9023,-80.2677,Opa Locka Airport,Opa-Locka,United States
MCO,KMCO,28.4418,-81.3115,Orlando International Airport,Orlando,United States
RKD,KRKD,44.0612,-69.0943,Knox County Regional Airport,Owls Head,United States
OXR,KOXR,34.1984,-119.206,Oxnard Airport,Oxnard,United States
PGA,KPGA,36.9243,-111.451,Page Municipal Airport,Page,United States
PPG,NSTU,-14.3242,-170.706,Pago Pago International Airport,Pago Pago,United States
PSP,KPSP,33.8227,-116.509,Palm Springs International Airport,Palm Springs,United States
PMD,KPMD,34.6294,-118.084,Air Force Plant Nr 42 Palmdale,Palmdale,United States
PFN,KPFN,30.2071,-85.6829,Panama City Bay County Airport,Panama City,United States
PSC,KPSC,46.2592,-119.117,Tri Cities Airport,Pasco,United States
JAN,KJAN,32.3089,-90.0733,Jackson International Airport,Pearl,United States
PLN,KPLN,45.571,-84.7857,Pellston Regional Airport,Pellston,United States
PDT,KPDT,45.6893,-118.839,Eastern Oregon Regional Airport,Pendleton,United States
PNS,KPNS,30.4761,-87.1941,Pensacola Regional Airport,Pensacola,United States
PIA,KPIA,40.6663,-89.6909,Greater Peoria Regional Airport,Peoria,United States
PSG,PAPG,56.8067,-132.933,Petersburg James A Johnson Airport,Petersburg,United States
PHL,KPHL,39.8768,-75.2419,Philadelphia International Airport,Philadelphia,United States
AZA,KIWA,33.3078,-111.656,Phoenix-Mesa Gateway Airport,Phoenix,United States
PHX,KPHX,33.4376,-112.03,Sky Harbor International Airport,Phoenix,United States
GCK,KGCK,37.9267,-100.719,Garden City Regional Airport,Pierceville,United States
PIR,KPIR,44.3801,-100.293,Pierre Municipal Airport,Pierre,United States
AVP,KAVP,41.3354,-75.7294,Wilkes Barre Scranton International Airport,Pittston,United States
PTU,PAPM,58.9216,-161.727,Platinum,Platinum,United States
PBG,KPBG,44.6508,-73.4683,Plattsburgh Air Force Base,Plattsburgh,United States
PIH,KPIH,42.9056,-112.588,Pocatello Municipal Airport,Pocatello,United States
LUR,PALU,68.8482,-166.118,Cape Lisburne Long-Range Radar Station,Point Hope,United States
PHO,PAPO,68.3494,-166.797,Point Hope Airport,Point Hope,United States
PIZ,PPIZ,69.7333,-163.017,Dew Station,Point Lay,United States
CLM,KCLM,48.1155,-123.491,William R Fairchild International Airport,Port Angeles,United States
PTH,PAPH,56.9667,-158.633,Port Heiden Airport,Port Heiden,United States
PWM,KPWM,43.6475,-70.3103,Jetport International Airport,Portland,United States
PDX,KPDX,45.5867,-122.587,Portland International Airport,Portland,United States
PRC,KPRC,34.6492,-112.428,Ernest A Love Field Airport,Prescott,United States
PQI,KPQI,46.6921,-68.0447,Northern Maine Regional Airport,Presque Isle,United States
PVC,KPVC,42.0771,-70.2169,Provincetown Municipal Airport,Provincetown,United States
SCC,PASC,70.1975,-148.458,Deadhorse Airport,Prudhoe Bay,United States
PUB,KPUB,38.2836,-104.496,Pueblo Memorial Airport,Pueblo,United States
VQS,TJVQ,18.1355,-65.487,Aeropuerto Antonio Rivera Rodríguez,Puerto Ferro,United States
PUW,KPUW,46.743,-117.119,Pullman-Moscow Regional Airport,Pullman,United States
HPN,KHPN,41.0693,-73.7042,Westchester County Airport,Purchase,United States
UIN,KUIN,39.9348,-91.196,Quincy Municipal Airport-Baldwin Field,Quincy,United States
RDU,KRDU,35.8729,-78.7923,Durham International Airport,Raleigh/Durham,United States
RAP,KRAP,44.037,-103.06,Rapid City Regional Airport,Rapid City,United States
RDB,PADG,67.75,-163.667,Red Dog,Red Dog,United States
RDD,KRDD,40.5056,-122.302,Redding Municipal Airport,Redding,United States
RDM,KRDM,44.2533,-121.162,Roberts Field Airport,Redmond,United States
RNO,KRNO,39.5064,-119.776,Reno-Tahoe International Airport,Reno,United States
DUJ,KDUJ,41.1833,-78.8953,Du Bois Jefferson County Airport,Reynoldsville,United States
RHI,KRHI,45.626,-89.4626,Rhinelander-Oneida County Airport,Rhinelander,United States
OAJ,KOAJ,34.8307,-77.6053,Albert J Ellis Airport,Richlands,United States
RIC,KRIC,37.5108,-77.3332,Richmond International Airport,Richmond,United States
RIW,KRIW,43.0611,-108.458,Riverton Regional Airport,Riverton,United States
ROA,KROA,37.3203,-79.9688,Roanoke Regional Airport-Woodrum Field,Roanoke,United States
ROC,KROC,43.1309,-77.6697,Greater Rochester International Airport,Rochester,United States
RST,KRST,43.9101,-92.4884,Rochester International Airport,Rochester,United States
RKS,KRKS,41.5988,-109.072,Rock Springs-Sweetwater County Airport,Rock Springs,United States
RFD,KRFD,42.2035,-89.0955,Greater Rockford Airport,Rockford,United States
ISP,KISP,40.7891,-73.0984,Long Island Macarthur Airport,Ronkonkoma,United States
ROW,KROW,33.3071,-104.519,Roswell Industrial Air Center,Roswell,United States
ROP,PGRO,14.1667,145.25,Rota International Airport,Rota,United States
RBY,PARY,64.7381,-155.489,Ruby Airport,Ruby,United States
RSH,PARS,61.7833,-161.333,Russian,Russian Mission,United States
SMF,KSMF,38.683,-121.591,Sacramento International Airport,Sacramento,United States
KSM,PASM,62.0503,-163.179,Alaska,Saint Marys,United States
SNP,PASN,57.1667,-170.217,Saint Paul Island,Saint Paul Island,United States
